code,name,state,total_casos,total_mortes,primeirocaso,ultimoregistro,taxa_mortalidade_cidade,population,mortes_por_100k,casos_por_100k
412040.0,Presidente Castelo Branco,PR,58967.0,973,2020-03-27,2021-05-23,1.65,,,
412050.0,Primeiro de Maio,PR,49735.0,1838,2020-03-27,2021-05-23,3.7,11123.0,16524.32,447136.56
412060.0,Prudentópolis,PR,168625.0,3390,2020-03-27,2021-05-23,2.01,,,
412065.0,Quarto Centenário,PR,25807.0,191,2020-03-27,2021-05-23,0.74,,,
412070.0,Quatiguá,PR,72879.0,1549,2020-03-27,2021-05-23,2.13,7449.0,20794.74,978372.94
412080.0,Quatro Barras,PR,388195.0,8890,2020-03-27,2021-05-23,2.29,23559.0,37735.05,1647756.7
412085.0,Quatro Pontes,PR,56656.0,626,2020-03-27,2021-05-23,1.1,,,
412090.0,Quedas do Iguaçu,PR,318824.0,6858,2020-03-27,2021-05-23,2.15,,,
412100.0,Querência do Norte,PR,64819.0,271,2020-03-27,2021-05-23,0.42,12206.0,2220.22,531042.11
412110.0,Quinta do Sol,PR,63401.0,1571,2020-03-27,2021-05-23,2.48,,,
412120.0,Quitandinha,PR,218733.0,4364,2020-03-27,2021-05-23,2.0,19049.0,22909.34,1148265.0
412125.0,Ramilândia,PR,57799.0,786,2020-03-27,2021-05-23,1.36,4451.0,17658.95,1298562.12
412130.0,Rancho Alegre,PR,37019.0,969,2020-03-27,2021-05-23,2.62,,,
412135.0,Rancho Alegre D'Oeste,PR,11714.0,162,2020-03-27,2021-05-23,1.38,,,
412140.0,Realeza,PR,214980.0,2912,2020-03-27,2021-05-23,1.35,16922.0,17208.37,1270417.21
412150.0,Rebouças,PR,74237.0,1822,2020-03-27,2021-05-23,2.45,,,
412160.0,Renascença,PR,74367.0,1678,2020-03-27,2021-05-23,2.26,,,
412170.0,Reserva,PR,200452.0,4049,2020-03-27,2021-05-23,2.02,,,
412175.0,Reserva do Iguaçu,PR,53708.0,410,2020-03-27,2021-05-23,0.76,,,
412180.0,Ribeirão Claro,PR,91188.0,1505,2020-03-27,2021-05-23,1.65,,,
412190.0,Ribeirão do Pinhal,PR,134249.0,4293,2020-03-27,2021-05-23,3.2,13029.0,32949.57,1030386.06
412200.0,Rio Azul,PR,57304.0,706,2020-03-27,2021-05-23,1.23,,,
412210.0,Rio Bom,PR,23861.0,932,2020-03-27,2021-05-23,3.91,,,
412215.0,Rio Bonito do Iguaçu,PR,78929.0,389,2020-03-27,2021-05-23,0.49,,,
412217.0,Rio Branco do Ivaí,PR,28283.0,384,2020-03-27,2021-05-23,1.36,,,
412220.0,Rio Branco do Sul,PR,629741.0,15142,2020-03-27,2021-05-23,2.4,32397.0,46738.9,1943825.05
412230.0,Rio Negro,PR,222591.0,5441,2020-03-27,2021-05-23,2.44,34170.0,15923.32,651422.3
412240.0,Rolândia,PR,885416.0,25050,2020-03-27,2021-05-23,2.83,66580.0,37623.91,1329852.81
412250.0,Roncador,PR,55702.0,925,2020-03-27,2021-05-23,1.66,,,
412260.0,Rondon,PR,110077.0,1271,2020-03-27,2021-05-23,1.15,,,
412265.0,Rosário do Ivaí,PR,31813.0,162,2020-03-27,2021-05-23,0.51,,,
412270.0,Sabáudia,PR,115124.0,1972,2020-03-27,2021-05-23,1.71,,,
412280.0,Salgado Filho,PR,33770.0,330,2020-03-27,2021-05-23,0.98,,,
412290.0,Salto do Itararé,PR,55358.0,1563,2020-03-27,2021-05-23,2.82,,,
412300.0,Salto do Lontra,PR,156791.0,2838,2020-03-27,2021-05-23,1.81,,,
412310.0,Santa Amélia,PR,29414.0,732,2020-03-27,2021-05-23,2.49,,,
412320.0,Santa Cecília do Pavão,PR,39971.0,1382,2020-03-27,2021-05-23,3.46,,,
412330.0,Santa Cruz de Monte Castelo,PR,45649.0,1039,2020-03-27,2021-05-23,2.28,7800.0,13320.51,585243.59
412340.0,Santa Fé,PR,106596.0,4316,2020-03-27,2021-05-23,4.05,12037.0,35856.11,885569.49
412350.0,Santa Helena,PR,374095.0,6225,2020-03-27,2021-05-23,1.66,,,
412360.0,Santa Inês,PR,19146.0,46,2020-03-27,2021-05-23,0.24,,,
412370.0,Santa Isabel do Ivaí,PR,94462.0,2270,2020-03-27,2021-05-23,2.4,8562.0,26512.5,1103270.26
412380.0,Santa Izabel do Oeste,PR,94116.0,2488,2020-03-27,2021-05-23,2.64,,,
412382.0,Santa Lúcia,PR,26678.0,411,2020-03-27,2021-05-23,1.54,,,
412385.0,Santa Maria do Oeste,PR,53328.0,1855,2020-03-27,2021-05-23,3.48,,,
412390.0,Santa Mariana,PR,120052.0,5784,2020-03-27,2021-05-23,4.82,11724.0,49334.7,1023984.99
412395.0,Santa Mônica,PR,19303.0,443,2020-03-27,2021-05-23,2.29,3981.0,11127.86,484878.17
412400.0,Santana do Itararé,PR,53340.0,1509,2020-03-27,2021-05-23,2.83,4992.0,30228.37,1068509.62
412402.0,Santa Tereza do Oeste,PR,134780.0,2420,2020-03-27,2021-05-23,1.8,,,
412405.0,Santa Terezinha de Itaipu,PR,341140.0,8104,2020-03-27,2021-05-23,2.38,23465.0,34536.54,1453824.85
412410.0,Santo Antônio da Platina,PR,358776.0,7810,2020-03-27,2021-05-23,2.18,,,
412420.0,Santo Antônio do Caiuá,PR,21819.0,891,2020-03-27,2021-05-23,4.08,2641.0,33737.22,826164.33
412430.0,Santo Antônio do Paraíso,PR,15817.0,20,2020-03-27,2021-05-23,0.13,,,
412440.0,Santo Antônio do Sudoeste,PR,155956.0,1241,2020-03-27,2021-05-23,0.8,,,
412450.0,Santo Inácio,PR,82102.0,1183,2020-03-27,2021-05-23,1.44,5438.0,21754.32,1509783.01
412460.0,São Carlos do Ivaí,PR,68895.0,918,2020-03-27,2021-05-23,1.33,,,
412470.0,São Jerônimo da Serra,PR,55528.0,1781,2020-03-27,2021-05-23,3.21,,,
412480.0,São João,PR,139318.0,1914,2020-03-27,2021-05-23,1.37,,,
412490.0,São João do Caiuá,PR,41445.0,721,2020-03-27,2021-05-23,1.74,5855.0,12314.26,707856.53
412500.0,São João do Ivaí,PR,106991.0,2097,2020-03-27,2021-05-23,1.96,10219.0,20520.6,1046981.11
412510.0,São João do Triunfo,PR,24198.0,539,2020-03-27,2021-05-23,2.23,,,
412520.0,São Jorge d'Oeste,PR,135921.0,1887,2020-03-27,2021-05-23,1.39,,,
412530.0,São Jorge do Ivaí,PR,70307.0,930,2020-03-27,2021-05-23,1.32,,,
412535.0,São Jorge do Patrocínio,PR,61276.0,212,2020-03-27,2021-05-23,0.35,,,
412540.0,São José da Boa Vista,PR,68182.0,2987,2020-03-27,2021-05-23,4.38,6206.0,48130.84,1098646.47
412545.0,São José das Palmeiras,PR,38242.0,1412,2020-03-27,2021-05-23,3.69,,,
412550.0,São José dos Pinhais,PR,3048805.0,90841,2020-03-27,2021-05-23,2.98,323340.0,28094.58,942909.94
412555.0,São Manoel do Paraná,PR,18678.0,271,2020-03-27,2021-05-23,1.45,2160.0,12546.3,864722.22
412560.0,São Mateus do Sul,PR,265091.0,4903,2020-03-27,2021-05-23,1.85,,,
412570.0,São Miguel do Iguaçu,PR,426616.0,6487,2020-03-27,2021-05-23,1.52,,,
412575.0,São Pedro do Iguaçu,PR,67069.0,795,2020-03-27,2021-05-23,1.19,,,
412580.0,São Pedro do Ivaí,PR,88998.0,3877,2020-03-27,2021-05-23,4.36,,,
412590.0,São Pedro do Paraná,PR,19970.0,117,2020-03-27,2021-05-23,0.59,,,
412600.0,São Sebastião da Amoreira,PR,91482.0,3613,2020-03-27,2021-05-23,3.95,,,
412610.0,São Tomé,PR,58217.0,304,2020-03-27,2021-05-23,0.52,,,
412620.0,Sapopema,PR,70237.0,1841,2020-03-27,2021-05-23,2.62,,,
412625.0,Sarandi,PR,1008680.0,17395,2020-03-27,2021-05-23,1.72,96688.0,17990.86,1043231.84
412627.0,Saudade do Iguaçu,PR,76070.0,990,2020-03-27,2021-05-23,1.3,,,
412630.0,Sengés,PR,170289.0,3339,2020-03-27,2021-05-23,1.96,,,
412635.0,Serranópolis do Iguaçu,PR,80916.0,300,2020-03-27,2021-05-23,0.37,,,
412640.0,Sertaneja,PR,58178.0,1549,2020-03-27,2021-05-23,2.66,5284.0,29314.91,1101021.95
412650.0,Sertanópolis,PR,235563.0,2802,2020-03-27,2021-05-23,1.19,,,
412660.0,Siqueira Campos,PR,168911.0,4500,2020-03-27,2021-05-23,2.66,21016.0,21412.26,803725.73
412665.0,Sulina,PR,48855.0,495,2020-03-27,2021-05-23,1.01,,,
412667.0,Tamarana,PR,112753.0,3669,2020-03-27,2021-05-23,3.25,,,
412670.0,Tamboara,PR,45032.0,742,2020-03-27,2021-05-23,1.65,5120.0,14492.19,879531.25
412680.0,Tapejara,PR,158747.0,2973,2020-03-27,2021-05-23,1.87,,,
412690.0,Tapira,PR,38244.0,714,2020-03-27,2021-05-23,1.87,,,
412700.0,Teixeira Soares,PR,49521.0,1076,2020-03-27,2021-05-23,2.17,,,
412710.0,Telêmaco Borba,PR,1655045.0,27109,2020-03-27,2021-05-23,1.64,78974.0,34326.49,2095683.39
412720.0,Terra Boa,PR,203578.0,3308,2020-03-27,2021-05-23,1.62,17094.0,19351.82,1190932.49
412730.0,Terra Rica,PR,58145.0,1539,2020-03-27,2021-05-23,2.65,16789.0,9166.72,346327.95
412740.0,Terra Roxa,PR,155223.0,2247,2020-03-27,2021-05-23,1.45,,,
412750.0,Tibagi,PR,223669.0,7005,2020-03-27,2021-05-23,3.13,,,
412760.0,Tijucas do Sul,PR,197979.0,6786,2020-03-27,2021-05-23,3.43,,,
412770.0,Toledo,PR,2820704.0,36711,2020-03-27,2021-05-23,1.3,140635.0,26103.74,2005691.33
412780.0,Tomazina,PR,36534.0,379,2020-03-27,2021-05-23,1.04,,,
412785.0,Três Barras do Paraná,PR,128773.0,3406,2020-03-27,2021-05-23,2.64,12040.0,28289.04,1069543.19
412788.0,Tunas do Paraná,PR,72055.0,1372,2020-03-27,2021-05-23,1.9,,,
412790.0,Tuneiras do Oeste,PR,77005.0,1222,2020-03-27,2021-05-23,1.59,8566.0,14265.7,898961.01
412795.0,Tupãssi,PR,97651.0,2203,2020-03-27,2021-05-23,2.26,8124.0,27117.18,1202006.4
412796.0,Turvo,PR,147081.0,551,2020-03-27,2021-05-23,0.37,,,
412800.0,Ubiratã,PR,124539.0,3683,2020-03-27,2021-05-23,2.96,,,
412810.0,Umuarama,PR,1561239.0,20115,2020-03-27,2021-05-23,1.29,111557.0,18031.14,1399498.91
412820.0,União da Vitória,PR,465290.0,6314,2020-03-27,2021-05-23,1.36,57517.0,10977.62,808960.83
412830.0,Uniflor,PR,10700.0,514,2020-03-27,2021-05-23,4.8,,,
412840.0,Uraí,PR,81924.0,2035,2020-03-27,2021-05-23,2.48,11314.0,17986.57,724094.04
412850.0,Wenceslau Braz,PR,169908.0,5676,2020-03-27,2021-05-23,3.34,,,
412853.0,Ventania,PR,86583.0,3038,2020-03-27,2021-05-23,3.51,,,
412855.0,Vera Cruz do Oeste,PR,112191.0,2144,2020-03-27,2021-05-23,1.91,,,
412860.0,Verê,PR,110607.0,2215,2020-03-27,2021-05-23,2.0,7257.0,30522.25,1524142.21
412862.0,Alto Paraíso,PR,16447.0,151,2020-03-27,2021-05-23,0.92,,,
412863.0,Doutor Ulysses,PR,37172.0,458,2020-03-27,2021-05-23,1.23,,,
412865.0,Virmond,PR,29000.0,593,2020-03-27,2021-05-23,2.04,,,
412870.0,Vitorino,PR,77530.0,1648,2020-03-27,2021-05-23,2.13,6838.0,24100.61,1133811.06
412880.0,Xambrê,PR,38207.0,779,2020-03-27,2021-05-23,2.04,,,
420005.0,Abdon Batista,SC,52970.0,220,2020-03-27,2021-05-23,0.42,,,
420010.0,Abelardo Luz,SC,207041.0,5242,2020-03-27,2021-05-23,2.53,17904.0,29278.37,1156395.22
420020.0,Agrolândia,SC,132012.0,2133,2020-03-27,2021-05-23,1.62,,,
420030.0,Agronômica,SC,68011.0,1763,2020-03-27,2021-05-23,2.59,,,
420040.0,Água Doce,SC,104064.0,1275,2020-03-27,2021-05-23,1.23,7145.0,17844.65,1456459.06
420050.0,Águas de Chapecó,SC,48016.0,420,2020-03-27,2021-05-23,0.87,6486.0,6475.49,740302.19
420055.0,Águas Frias,SC,65218.0,66,2020-03-27,2021-05-23,0.1,,,
420060.0,Águas Mornas,SC,121428.0,1061,2020-03-27,2021-05-23,0.87,6469.0,16401.3,1877075.28
420070.0,Alfredo Wagner,SC,112880.0,593,2020-03-27,2021-05-23,0.53,,,
420075.0,Alto Bela Vista,SC,17381.0,322,2020-03-27,2021-05-23,1.85,1937.0,16623.64,897315.44
420080.0,Anchieta,SC,50794.0,838,2020-03-27,2021-05-23,1.65,,,
420090.0,Angelina,SC,68124.0,63,2020-03-27,2021-05-23,0.09,,,
420100.0,Anita Garibaldi,SC,148313.0,900,2020-03-27,2021-05-23,0.61,7133.0,12617.41,2079251.37
420110.0,Anitápolis,SC,44499.0,82,2020-03-27,2021-05-23,0.18,,,
420120.0,Antônio Carlos,SC,232928.0,4654,2020-03-27,2021-05-23,2.0,8513.0,54669.33,2736144.72
420125.0,Apiúna,SC,106547.0,2273,2020-03-27,2021-05-23,2.13,,,
420127.0,Arabutã,SC,54058.0,726,2020-03-27,2021-05-23,1.34,4267.0,17014.3,1266885.4
420130.0,Araquari,SC,484500.0,7822,2020-03-27,2021-05-23,1.61,38129.0,20514.57,1270686.35
420140.0,Araranguá,SC,1447925.0,26130,2020-03-27,2021-05-23,1.8,68228.0,38298.06,2122185.91
420150.0,Armazém,SC,198602.0,2781,2020-03-27,2021-05-23,1.4,8674.0,32061.33,2289624.16
420160.0,Arroio Trinta,SC,63347.0,714,2020-03-27,2021-05-23,1.13,,,
420165.0,Arvoredo,SC,38039.0,541,2020-03-27,2021-05-23,1.42,2240.0,24151.79,1698169.64
420170.0,Ascurra,SC,149248.0,1029,2020-03-27,2021-05-23,0.69,,,
420180.0,Atalanta,SC,31237.0,314,2020-03-27,2021-05-23,1.01,,,
420190.0,Aurora,SC,79891.0,1415,2020-03-27,2021-05-23,1.77,5679.0,24916.36,1406779.36
420195.0,Balneário Arroio do Silva,SC,280683.0,5205,2020-03-27,2021-05-23,1.85,13071.0,39820.98,2147372.04
420200.0,Balneário Camboriú,SC,4200412.0,49623,2020-03-27,2021-05-23,1.18,142295.0,34873.33,2951904.14
420205.0,Balneário Barra do Sul,SC,232582.0,3914,2020-03-27,2021-05-23,1.68,10795.0,36257.53,2154534.51
420207.0,Balneário Gaivota,SC,176269.0,3681,2020-03-27,2021-05-23,2.09,10979.0,33527.64,1605510.52
420208.0,Bandeirante,SC,21717.0,160,2020-03-27,2021-05-23,0.74,,,
420209.0,Barra Bonita,SC,14082.0,92,2020-03-27,2021-05-23,0.65,,,
420210.0,Barra Velha,SC,545973.0,10391,2020-03-27,2021-05-23,1.9,29168.0,35624.66,1871821.86
420213.0,Bela Vista do Toldo,SC,8279.0,201,2020-03-27,2021-05-23,2.43,,,
420215.0,Belmonte,SC,22413.0,413,2020-03-27,2021-05-23,1.84,,,
420220.0,Benedito Novo,SC,133346.0,1726,2020-03-27,2021-05-23,1.29,11652.0,14812.91,1144404.39
420230.0,Biguaçu,SC,1681766.0,20863,2020-03-27,2021-05-23,1.24,68481.0,30465.38,2455814.02
420240.0,Blumenau,SC,7678784.0,79519,2020-03-27,2021-05-23,1.04,357199.0,22261.82,2149721.58
420243.0,Bocaina do Sul,SC,58201.0,721,2020-03-27,2021-05-23,1.24,,,
420245.0,Bombinhas,SC,633628.0,6523,2020-03-27,2021-05-23,1.03,19769.0,32996.11,3205159.59
420250.0,Bom Jardim da Serra,SC,103836.0,576,2020-03-27,2021-05-23,0.55,,,
420253.0,Bom Jesus,SC,52255.0,860,2020-03-27,2021-05-23,1.65,,,
420257.0,Bom Jesus do Oeste,SC,18505.0,474,2020-03-27,2021-05-23,2.56,,,
420260.0,Bom Retiro,SC,81859.0,2010,2020-03-27,2021-05-23,2.46,,,
420270.0,Botuverá,SC,127041.0,737,2020-03-27,2021-05-23,0.58,5246.0,14048.8,2421673.66
420280.0,Braço do Norte,SC,1235756.0,10843,2020-03-27,2021-05-23,0.88,33450.0,32415.55,3694337.82
420285.0,Braço do Trombudo,SC,73014.0,680,2020-03-27,2021-05-23,0.93,,,
420287.0,Brunópolis,SC,24644.0,377,2020-03-27,2021-05-23,1.53,,,
420290.0,Brusque,SC,3750396.0,33355,2020-03-27,2021-05-23,0.89,134723.0,24758.21,2783783.02
420300.0,Caçador,SC,673787.0,21326,2020-03-27,2021-05-23,3.17,78595.0,27134.04,857289.9
420310.0,Caibi,SC,63822.0,1139,2020-03-27,2021-05-23,1.78,,,
420315.0,Calmon,SC,4518.0,503,2020-03-27,2021-05-23,11.13,,,
420320.0,Camboriú,SC,1892396.0,23973,2020-03-27,2021-05-23,1.27,82989.0,28886.96,2280297.39
420325.0,Capão Alto,SC,20362.0,470,2020-03-27,2021-05-23,2.31,,,
420330.0,Campo Alegre,SC,137102.0,4271,2020-03-27,2021-05-23,3.12,,,
420340.0,Campo Belo do Sul,SC,88298.0,1756,2020-03-27,2021-05-23,1.99,,,
420350.0,Campo Erê,SC,120172.0,910,2020-03-27,2021-05-23,0.76,8526.0,10673.23,1409476.89
420360.0,Campos Novos,SC,675877.0,8610,2020-03-27,2021-05-23,1.27,,,
420370.0,Canelinha,SC,236588.0,3185,2020-03-27,2021-05-23,1.35,12240.0,26021.24,1932908.5
420380.0,Canoinhas,SC,593190.0,8414,2020-03-27,2021-05-23,1.42,54401.0,15466.63,1090402.75
420390.0,Capinzal,SC,739073.0,4181,2020-03-27,2021-05-23,0.57,,,
420395.0,Capivari de Baixo,SC,632040.0,8249,2020-03-27,2021-05-23,1.31,24871.0,33167.14,2541272.97
420400.0,Catanduvas,SC,203539.0,2087,2020-03-27,2021-05-23,1.03,10861.0,19215.54,1874035.54
420410.0,Caxambu do Sul,SC,66528.0,749,2020-03-27,2021-05-23,1.13,3642.0,20565.62,1826688.63
420415.0,Celso Ramos,SC,50861.0,611,2020-03-27,2021-05-23,1.2,,,
420417.0,Cerro Negro,SC,16605.0,427,2020-03-27,2021-05-23,2.57,,,
420419.0,Chapadão do Lageado,SC,28510.0,296,2020-03-27,2021-05-23,1.04,,,
420420.0,Chapecó,SC,4949343.0,64007,2020-03-27,2021-05-23,1.29,220367.0,29045.64,2245954.7
420425.0,Cocal do Sul,SC,413201.0,7250,2020-03-27,2021-05-23,1.75,16684.0,43454.81,2476630.3
420430.0,Concórdia,SC,1850952.0,16756,2020-03-27,2021-05-23,0.91,74641.0,22448.79,2479806.0
420435.0,Cordilheira Alta,SC,69820.0,957,2020-03-27,2021-05-23,1.37,,,
420440.0,Coronel Freitas,SC,206705.0,2311,2020-03-27,2021-05-23,1.12,9981.0,23153.99,2070984.87
420445.0,Coronel Martins,SC,15666.0,127,2020-03-27,2021-05-23,0.81,,,
420450.0,Corupá,SC,249499.0,3717,2020-03-27,2021-05-23,1.49,,,
420455.0,Correia Pinto,SC,188637.0,5967,2020-03-27,2021-05-23,3.16,,,
420460.0,Criciúma,SC,5017798.0,62801,2020-03-27,2021-05-23,1.25,215186.0,29184.52,2331842.22
420470.0,Cunha Porã,SC,100398.0,1835,2020-03-27,2021-05-23,1.83,11086.0,16552.41,905628.72
420475.0,Cunhataí,SC,18918.0,73,2020-03-27,2021-05-23,0.39,,,
420480.0,Curitibanos,SC,421966.0,10178,2020-03-27,2021-05-23,2.41,,,
420490.0,Descanso,SC,91699.0,1293,2020-03-27,2021-05-23,1.41,,,
420500.0,Dionísio Cerqueira,SC,115456.0,3291,2020-03-27,2021-05-23,2.85,,,
420510.0,Dona Emma,SC,63066.0,214,2020-03-27,2021-05-23,0.34,,,
420515.0,Doutor Pedrinho,SC,43272.0,853,2020-03-27,2021-05-23,1.97,,,
420517.0,Entre Rios,SC,132159.0,1580,2020-03-27,2021-05-23,1.2,,,
420519.0,Ermo,SC,51142.0,429,2020-03-27,2021-05-23,0.84,,,
420520.0,Erval Velho,SC,89139.0,1381,2020-03-27,2021-05-23,1.55,,,
420530.0,Faxinal dos Guedes,SC,216267.0,2615,2020-03-27,2021-05-23,1.21,10667.0,24514.86,2027439.77
420535.0,Flor do Sertão,SC,11560.0,0,2020-03-27,2021-05-23,0.0,,,
420540.0,Florianópolis,SC,11911910.0,118913,2020-03-27,2021-05-23,1.0,500973.0,23736.41,2377754.89
420543.0,Formosa do Sul,SC,50039.0,763,2020-03-27,2021-05-23,1.52,,,
420545.0,Forquilhinha,SC,590705.0,5412,2020-03-27,2021-05-23,0.92,26793.0,20199.31,2204698.99
420550.0,Fraiburgo,SC,450443.0,7006,2020-03-27,2021-05-23,1.56,36443.0,19224.54,1236020.63
420555.0,Frei Rogério,SC,32969.0,917,2020-03-27,2021-05-23,2.78,,,
420560.0,Galvão,SC,29543.0,293,2020-03-27,2021-05-23,0.99,,,
420570.0,Garopaba,SC,420362.0,3420,2020-03-27,2021-05-23,0.81,23078.0,14819.31,1821483.66
420580.0,Garuva,SC,280284.0,4225,2020-03-27,2021-05-23,1.51,18145.0,23284.65,1544690.0
420590.0,Gaspar,SC,1352286.0,20874,2020-03-27,2021-05-23,1.54,69639.0,29974.58,1941851.55
420600.0,Governador Celso Ramos,SC,401444.0,3336,2020-03-27,2021-05-23,0.83,14471.0,23053.0,2774127.57
420610.0,Grão Pará,SC,163203.0,1191,2020-03-27,2021-05-23,0.73,6569.0,18130.61,2484442.08
420620.0,Gravatal,SC,336220.0,5286,2020-03-27,2021-05-23,1.57,11501.0,45961.22,2923397.97
420630.0,Guabiruba,SC,464021.0,5397,2020-03-27,2021-05-23,1.16,23832.0,22646.02,1947050.18
420640.0,Guaraciaba,SC,150955.0,1300,2020-03-27,2021-05-23,0.86,,,
420650.0,Guaramirim,SC,963615.0,9855,2020-03-27,2021-05-23,1.02,44819.0,21988.44,2150014.5
420660.0,Guarujá do Sul,SC,29372.0,576,2020-03-27,2021-05-23,1.96,,,
420665.0,Guatambú,SC,103227.0,1333,2020-03-27,2021-05-23,1.29,4704.0,28337.59,2194451.53
420670.0,Herval d'Oeste,SC,501025.0,5963,2020-03-27,2021-05-23,1.19,22606.0,26377.95,2216336.37
420675.0,Ibiam,SC,22213.0,287,2020-03-27,2021-05-23,1.29,,,
420680.0,Ibicaré,SC,53124.0,662,2020-03-27,2021-05-23,1.25,3202.0,20674.58,1659088.07
420690.0,Ibirama,SC,241009.0,4422,2020-03-27,2021-05-23,1.83,,,
420700.0,Içara,SC,968186.0,10293,2020-03-27,2021-05-23,1.06,56421.0,18243.21,1716002.91
420710.0,Ilhota,SC,289810.0,2863,2020-03-27,2021-05-23,0.99,14184.0,20184.72,2043217.71
420720.0,Imaruí,SC,176940.0,2045,2020-03-27,2021-05-23,1.16,,,
420730.0,Imbituba,SC,977554.0,10248,2020-03-27,2021-05-23,1.05,44853.0,22847.97,2179461.8
420740.0,Imbuia,SC,68369.0,977,2020-03-27,2021-05-23,1.43,,,
420750.0,Indaial,SC,1286331.0,12277,2020-03-27,2021-05-23,0.95,69425.0,17683.83,1852835.43
420757.0,Iomerê,SC,25089.0,616,2020-03-27,2021-05-23,2.46,,,
420760.0,Ipira,SC,48935.0,473,2020-03-27,2021-05-23,0.97,4446.0,10638.78,1100652.27
420765.0,Iporã do Oeste,SC,65215.0,1203,2020-03-27,2021-05-23,1.84,,,
420768.0,Ipuaçu,SC,187663.0,1520,2020-03-27,2021-05-23,0.81,,,
420770.0,Ipumirim,SC,90556.0,698,2020-03-27,2021-05-23,0.77,7593.0,9192.68,1192624.79
420775.0,Iraceminha,SC,52084.0,172,2020-03-27,2021-05-23,0.33,,,
420780.0,Irani,SC,155669.0,1071,2020-03-27,2021-05-23,0.69,10419.0,10279.3,1494087.72
420785.0,Irati,SC,38639.0,1160,2020-03-27,2021-05-23,3.0,1930.0,60103.63,2002020.73
420790.0,Irineópolis,SC,44228.0,441,2020-03-27,2021-05-23,1.0,,,
420800.0,Itá,SC,109014.0,1273,2020-03-27,2021-05-23,1.17,6169.0,20635.44,1767125.95
420810.0,Itaiópolis,SC,257593.0,4137,2020-03-27,2021-05-23,1.61,21669.0,19091.79,1188762.75
420820.0,Itajaí,SC,4237154.0,89098,2020-03-27,2021-05-23,2.1,219536.0,40584.69,1930049.74
420830.0,Itapema,SC,1855747.0,33191,2020-03-27,2021-05-23,1.79,65312.0,50819.15,2841356.87
420840.0,Itapiranga,SC,233497.0,2120,2020-03-27,2021-05-23,0.91,16872.0,12565.2,1383931.96
420845.0,Itapoá,SC,330236.0,7192,2020-03-27,2021-05-23,2.18,,,
420850.0,Ituporanga,SC,383451.0,5455,2020-03-27,2021-05-23,1.42,25086.0,21745.2,1528545.8
420860.0,Jaborá,SC,85923.0,871,2020-03-27,2021-05-23,1.01,3936.0,22129.07,2183003.05
420870.0,Jacinto Machado,SC,176302.0,3108,2020-03-27,2021-05-23,1.76,,,
420880.0,Jaguaruna,SC,508193.0,6373,2020-03-27,2021-05-23,1.25,20024.0,31826.81,2537919.5
420890.0,Jaraguá do Sul,SC,2925948.0,32449,2020-03-27,2021-05-23,1.11,177697.0,18260.86,1646593.92
420895.0,Jardinópolis,SC,50059.0,520,2020-03-27,2021-05-23,1.04,,,
420900.0,Joaçaba,SC,724806.0,5467,2020-03-27,2021-05-23,0.75,30118.0,18151.94,2406554.22
420910.0,Joinville,SC,13626898.0,182820,2020-03-27,2021-05-23,1.34,590466.0,30961.99,2307820.94
420915.0,José Boiteux,SC,122718.0,1291,2020-03-27,2021-05-23,1.05,,,
420917.0,Jupiá,SC,27420.0,334,2020-03-27,2021-05-23,1.22,,,
420920.0,Lacerdópolis,SC,50333.0,642,2020-03-27,2021-05-23,1.28,,,
420930.0,Lages,SC,3082083.0,53814,2020-03-27,2021-05-23,1.75,157544.0,34158.08,1956331.56
420940.0,Laguna,SC,715955.0,14505,2020-03-27,2021-05-23,2.03,45814.0,31660.63,1562742.83
420945.0,Lajeado Grande,SC,25625.0,583,2020-03-27,2021-05-23,2.28,,,
420950.0,Laurentino,SC,139939.0,310,2020-03-27,2021-05-23,0.22,,,
420960.0,Lauro Müller,SC,343294.0,5072,2020-03-27,2021-05-23,1.48,,,
420970.0,Lebon Régis,SC,59029.0,3336,2020-03-27,2021-05-23,5.65,,,
420980.0,Leoberto Leal,SC,30776.0,124,2020-03-27,2021-05-23,0.4,,,
420985.0,Lindóia do Sul,SC,129939.0,1148,2020-03-27,2021-05-23,0.88,4563.0,25158.89,2847666.01
420990.0,Lontras,SC,131890.0,1218,2020-03-27,2021-05-23,0.92,,,
421000.0,Luiz Alves,SC,273643.0,1186,2020-03-27,2021-05-23,0.43,12859.0,9223.11,2128027.06
421003.0,Luzerna,SC,120831.0,791,2020-03-27,2021-05-23,0.65,,,
421005.0,Macieira,SC,13588.0,567,2020-03-27,2021-05-23,4.17,,,
421010.0,Mafra,SC,515899.0,5516,2020-03-27,2021-05-23,1.07,56292.0,9798.91,916469.48
421020.0,Major Gercino,SC,56200.0,1062,2020-03-27,2021-05-23,1.89,,,
421030.0,Major Vieira,SC,36038.0,741,2020-03-27,2021-05-23,2.06,,,
421040.0,Maracajá,SC,149950.0,2238,2020-03-27,2021-05-23,1.49,7293.0,30686.96,2056081.17
421050.0,Maravilha,SC,504738.0,6899,2020-03-27,2021-05-23,1.37,25762.0,26779.75,1959234.53
421055.0,Marema,SC,32545.0,1095,2020-03-27,2021-05-23,3.36,,,
421060.0,Massaranduba,SC,345411.0,2198,2020-03-27,2021-05-23,0.64,16916.0,12993.62,2041918.89
421070.0,Matos Costa,SC,18983.0,191,2020-03-27,2021-05-23,1.01,,,
